관리번호,위도,경도
압구정고가-16,37.529417,127.026223
압구정고가-17,37.529698,127.025886
압구정고가-18,37.529948,127.025662
압구정고가-19,37.530171,127.025447
압구정고가-20,37.530427,127.025274
압구정고가-21,37.530668,127.02508
압구정고가-22,37.5305,127.0248
압구정고가-23,37.530252,127.024996
압구정고가-24,37.530016,127.02518
압구정고가-25,37.52976,127.025418
압구정고가-26,37.529436,127.025734
압구정고가-27,37.529163,127.026078
압구정고가-28,37.528872,127.026502
압구정고가-29,37.528626,127.026832
압구정고가-30,37.528355,127.02712
압구정고가-31,37.528066,127.027494
압구정고가-32,37.527765,127.027812
압구정고가-33,37.527517,127.028028
압구정고가-34,37.527208,127.028185
압구정고가-35,37.526818,127.028333
압구정고가-36,37.526405,127.028357
압구정고가-37,37.526033,127.02835
압구정고가-38,37.525697,127.028311
압구정고가-39,37.525367,127.028309
압구정고가-40,37.525036,127.028263
압구정고가-41,37.524717,127.028266
압구정고가-42,37.525972,127.02844
압구정고가-43,37.526299,127.028449
압구정고가-44,37.526699,127.028433
압구정고가-45,37.527051,127.028353
압구정고가-46,37.527349,127.028217
압구정고가-47,37.527655,127.028013
압구정고가-48,37.527944,127.027742
압구정고가-49,37.528152,127.027524
압구정고가-50,37.528427,127.027199
압구정고가-51,37.528752,127.026796
압구정고가-52,37.529048,127.026448
압구정고가-53,37.529274,127.026168
양재지하차도-01,37.484826,127.035648
양재지하차도-02,37.484798,127.035461
양재지하차도-03,37.484773,127.035262
양재지하차도-04,37.484746,127.035058
양재지하차도-05,37.484482,127.033142
양재지하차도-06,37.484454,127.032921
양재지하차도-07,37.484424,127.032701
양재지하차도-08,37.484396,127.032484
양재지하차도-09,37.484365,127.032244
양재지하차도-10,37.484219,127.032269
양재지하차도-11,37.484245,127.032495
양재지하차도-12,37.484274,127.03271
양재지하차도-13,37.484306,127.032943
양재지하차도-14,37.484337,127.033167
양재지하차도-15,37.484602,127.035091
양재지하차도-16,37.484629,127.035289
양재지하차도-17,37.484655,127.035482
양재지하차도-18,37.484686,127.035686
양평교-01,37.539759,126.890185
양평교-02,37.539902,126.889869
양평교-03,37.540007,126.889541
양평교-04,37.540076,126.889172
양평교-05,37.540096,126.888787
양평교-06,37.540072,126.888421
양평교-07,37.540042,126.888024
양평교-08,37.539842,126.887555
양평교-09,37.539669,126.887123
양평교-10,37.539498,126.886622
양평교-11,37.539331,126.886127
양평교-12,37.539158,126.885613
양평교-13,37.538995,126.885148
양평교-14,37.53884,126.884699
양평교-15,37.538679,126.88424
양평교-16,37.538531,126.883802
양평교-17,37.538524,126.884065
양평교-18,37.538673,126.884515
양평교-19,37.538836,126.884975
양평교-20,37.539071,126.885803
양평교-21,37.539235,126.886291
양평교-22,37.539411,126.886793
양평교-23,37.539581,126.887304
양평교-24,37.539747,126.887759
양평교-25,37.539889,126.88821
양평교-26,37.539952,126.888605
양평교-27,37.539962,126.888951
양평교-28,37.53992,126.889289
양평교-29,37.539844,126.88962
양평교-30,37.539722,126.889939
양평교-31,37.540244,126.888467
양평교-32,37.540481,126.888633
양평교-33,37.540764,126.888661
양평교-34,37.541093,126.888502
양평교-35,37.541403,126.888351
양평교-36,37.541719,126.888187
양평교-37,37.538636,126.885049
양평교-38,37.538906,126.885349
양화교-01,37.54769,126.87955
양화교-02,37.547738,126.87987
양화교-03,37.547823,126.880123
양화교-04,37.547871,126.880396
양화교-05,37.547953,126.880665
양화교-06,37.548,126.880947
양화교-07,37.548092,126.881214
양화교-08,37.548117,126.881491
양화교-09,37.548178,126.88174
양화교-10,37.547879,126.882118
양화교-11,37.547843,126.881812
양화교-12,37.547807,126.881451
양화교-13,37.547652,126.881156
양화교-14,37.547467,126.880002
양화교-15,37.547556,126.880267
양화교-16,37.547594,126.88053
양화교-17,37.54768,126.880781
양화교-18,37.547726,126.881081
양화대교남단-001,37.536598,126.898592
양화대교남단-002,37.536898,126.89882
양화대교남단-003,37.537172,126.899037
양화대교남단-004,37.536766,126.898275
양화대교남단-005,37.537081,126.898523
양화대교남단-006,37.537347,126.898731
양화대교남단-007,37.537439,126.899034
양화대교남단-008,37.537641,126.899184
양화대교남단-009,37.537822,126.899323
양화대교남단-010,37.537971,126.899447
양화대교남단-011,37.538168,126.899603
양화대교남단-012,37.538375,126.899767
양화대교남단-013,37.538544,126.8999
양화대교남단-014,37.538673,126.900022
양화대교남단-015,37.538902,126.900195
양화대교남단-016,37.539111,126.900339
양화대교남단-017,37.539377,126.900555
양화대교남단-018,37.539732,126.900827
양화대교남단-019,37.540066,126.901084
양화대교남단-020,37.540374,126.901329
양화대교남단-021,37.540621,126.901528
양화대교남단-022,37.540963,126.901772
양화대교남단-023,37.541275,126.902012
양화대교남단-024,37.541526,126.902206
양화대교남단-025,37.541757,126.902384
양화대교남단-026,37.541973,126.902555
양화대교남단-087,37.538796,126.899771
양화대교남단-088,37.538725,126.899556
양화대교남단-089,37.538643,126.899279
양화대교남단-090,37.538574,126.899035
양화대교남단-091,37.538471,126.898822
양화대교남단-092,37.538329,126.898677
양화대교남단-093,37.538146,126.898598
양화대교남단-094,37.537317,126.899868
양화대교남단-095,37.537485,126.900162
양화대교남단-096,37.537768,126.900262
양화대교남단-097,37.538011,126.900244
양화대교남단-098,37.538219,126.900225
양화대교남단-099,37.538428,126.900222
양화대교남단-100,37.538215,126.900477
양화대교남단-101,37.538027,126.900696
양화대교남단-102,37.537847,126.900915
양화대교남단-103,37.537656,126.901123
양화대교남단-104,37.537437,126.901389
양화대교남단-105,37.537234,126.901629
양화대교남단-106,37.536977,126.901906
양화대교남단-107,37.536743,126.902218
양화대교남단-108,37.536491,126.902552
양화대교남단-109,37.538504,126.900282
양화대교남단-110,37.537429,126.89914
양화대교남단-118,37.537584,126.898824
양화대교남단-119,37.537762,126.898626
양화대교남단-120,37.537991,126.898526
양화대교남단-121,37.538228,126.89844
양화대교남단-122,37.538472,126.898364
양화대교남단-123,37.538709,126.898265
양화대교남단-124,37.538935,126.898138
양화대교남단-125,37.539158,126.897997
양화대교남단-126,37.539364,126.897838
양화대교남단-127,37.539567,126.897667
양화대교남단-128,37.539772,126.897465
양화대교남단-129,37.539945,126.897253
양화대교남단-130,37.540119,126.897021
양화대교남단IC-01,37.537374,126.899262
양화대교남단IC-02,37.537276,126.899633
양화대교남단IC-03,37.537216,126.900027
양화대교남단IC-04,37.537165,126.900428
양화대교남단IC-05,37.537061,126.90086
양화대교남단IC-06,37.536933,126.90123
양화대교남단IC-07,37.536781,126.901557
양화대교남단IC-08,37.536557,126.901918
양화대교남단경관-01,37.543382,126.903904
양화대교남단경관-02,37.542908,126.903309
양화대교남단경관-03,37.542395,126.902706
양화대교남단경관-04,37.54179,126.902187
양화대교남단경관-05,37.541169,126.901695
양화대교남단경관-06,37.540539,126.901212
양화대교남단경관-07,37.539838,126.900683
양화대교남단경관-08,37.539257,126.900208
양화대교남단경관-09,37.539053,126.900535
양화대교남단경관-10,37.539674,126.900996
양화대교남단경관-11,37.540384,126.901543
양화대교남단경관-12,37.540989,126.902022
양화대교남단경관-13,37.541638,126.902518
양화대교남단경관-14,37.542232,126.903021
양화대교남단경관-15,37.542718,126.903588
양화대교남단경관-16,37.543188,126.904183
양화대교남단램프-01,37.53888,126.899627
양화대교남단램프-02,37.538912,126.899339
양화대교남단램프-03,37.539217,126.898835
양화대교남단램프-04,37.53935,126.898632
양화대교남단램프-05,37.539492,126.89842
양화대교남단램프-06,37.53963,126.898217
양화대교남단램프-07,37.539765,126.898013
양화대교남단램프-08,37.539912,126.897795
양화대교남단램프-09,37.540078,126.897579
양화대교북단-028,37.542171,126.902683
양화대교북단-029,37.542423,126.902994
양화대교북단-030,37.542652,126.903273
양화대교북단-031,37.542895,126.903572
양화대교북단-032,37.543109,126.903832
양화대교북단-033,37.543319,126.904085
양화대교북단-034,37.543564,126.904388
양화대교북단-035,37.543751,126.904607
양화대교북단-036,37.543914,126.904812
양화대교북단-037,37.544002,126.904909
양화대교북단-038,37.544254,126.905208
양화대교북단-039,37.54445,126.90545
양화대교북단-040,37.544656,126.905703
양화대교북단-041,37.544887,126.905989
양화대교북단-042,37.545076,126.906216
양화대교북단-043,37.545291,126.906475
양화대교북단-044,37.545441,126.906656
양화대교북단-045,37.54559,126.906842
양화대교북단-046,37.545748,126.907025
양화대교북단-047,37.545878,126.907168
양화대교북단-048,37.546252,126.907626
양화대교북단-049,37.546574,126.908008
양화대교북단-050,37.546901,126.908405
양화대교북단-051,37.547132,126.908676
양화대교북단-052,37.547338,126.908927
양화대교북단-053,37.547551,126.909192
양화대교북단-054,37.547487,126.909422
양화대교북단-055,37.547567,126.909532
양화대교북단-056,37.547635,126.909625
양화대교북단-057,37.547754,126.909766
양화대교북단-058,37.547845,126.909904
양화대교북단-059,37.54794,126.91006
양화대교북단-060,37.547497,126.909726
양화대교북단-061,37.547407,126.909965
양화대교북단-062,37.547266,126.910106
양화대교북단-063,37.547061,126.910173
양화대교북단-064,37.546876,126.910147
양화대교북단-065,37.546676,126.910014
양화대교북단-066,37.546548,126.909746
양화대교북단-067,37.54667,126.909201
양화대교북단-068,37.546567,126.909433
양화대교북단-070,37.547618,126.907964
양화대교북단-071,37.547832,126.907834
양화대교북단-072,37.548003,126.907816
양화대교북단-073,37.548203,126.907895
양화대교북단-074,37.548355,126.908045
양화대교북단-075,37.548469,126.9083
양화대교북단-076,37.548484,126.908637
양화대교북단-077,37.548423,126.908859
양화대교북단-078,37.548279,126.909046
양화대교북단-079,37.548114,126.909149
양화대교북단-080,37.547933,126.909178
양화대교북단-081,37.547795,126.909147
양화대교북단-083,37.547845,126.90923
양화대교북단-084,37.547982,126.909409
양화대교북단-085,37.548105,126.909595
양화대교북단-086,37.548242,126.909817
양화대교북단-110,37.546661,126.908481
양화대교북단-111,37.546559,126.908717
양화대교북단-112,37.546446,126.908896
양화대교북단-113,37.546286,126.909109
양화대교북단-114,37.546114,126.909284
양화대교북단-115,37.545944,126.909422
양화대교북단-116,37.545721,126.909526
양화대교북단-117,37.545479,126.909626
양화대교북단-118,37.545236,126.909695
양화대교북단-119,37.544991,126.909761
양화대교북단-120,37.544793,126.909828
양화대교북단-121,37.544591,126.909937
양화대교북단-122,37.544386,126.910113
양화대교북단-123,37.546955,126.908061
양화대교북단-124,37.547215,126.907804
양화대교북단-125,37.547405,126.907541
양화대교북단-126,37.547611,126.907243
양화대교북단-127,37.547806,126.906969
양화대교북단-128,37.547985,126.906684
양화대교북단-129,37.548166,126.906343
양화대교북단-130,37.548317,126.906003
양화대교북단-131,37.548472,126.90566
양화대교북단-132,37.548652,126.905333
양화대교북단경관-01,37.544154,126.905347
양화대교북단경관-02,37.544457,126.905711
양화대교북단경관-03,37.544756,126.9061
양화대교북단경관-04,37.545063,126.906466
양화대교북단경관-05,37.545374,126.906838
양화대교북단경관-06,37.545701,126.907228
양화대교북단경관-07,37.54601,126.907598
양화대교북단경관-08,37.546331,126.907961
양화대교북단경관-09,37.546525,126.907715
양화대교북단경관-10,37.546212,126.907331
양화대교북단경관-11,37.545914,126.906964
양화대교북단경관-12,37.545577,126.906556
양화대교북단경관-13,37.54527,126.906183
양화대교북단경관-14,37.54497,126.905823
양화대교북단경관-15,37.544664,126.905469
양화대교북단경관-16,37.544356,126.905104
양화대교아치경관_01-01,37.544256,126.904994
양화대교아치경관_01-02,37.54411,126.904809
양화대교아치경관_01-03,37.544018,126.904694
양화대교아치경관_01-05,37.543829,126.904459
양화대교아치경관_01-06,37.54373,126.904337
양화대교아치경관_01-07,37.543638,126.904215
양화대교아치경관_01-10,37.543427,126.904461
양화대교아치경관_01-11,37.543529,126.904578
양화대교아치경관_01-12,37.543633,126.904701
양화대교아치경관_01-14,37.54383,126.904939
양화대교아치경관_01-15,37.543928,126.90506
양화대교아치경관_01-16,37.54405,126.905211
양화대교아치경관_02-01,37.544,126.904604
양화대교아치경관_02-02,37.543905,126.904479
양화대교아치경관_02-03,37.543809,126.904361
양화대교아치경관_02-04,37.543711,126.904248
양화대교아치경관_02-05,37.543459,126.904548
양화대교아치경관_02-06,37.543566,126.904677
양화대교아치경관_02-07,37.543666,126.904803
양화대교아치경관_02-08,37.543768,126.904921
여의1교-01,37.516768,126.928238
여의1교-02,37.516523,126.928059
여의1교-03,37.516272,126.927887
여의1교-04,37.516006,126.927702
여의1교-05,37.515741,126.92752
여의1교-06,37.515479,126.927332
여의1교-07,37.515213,126.927146
여의1교-08,37.514959,126.926973
여의1교-09,37.51498,126.927376
여의1교-10,37.51525,126.927561
여의1교-11,37.515521,126.927761
여의1교-12,37.515796,126.927938
여의1교-13,37.516058,126.928134
여의1교-14,37.516317,126.928306
여의1교-15,37.516578,126.928482
여의1교-16,37.516711,126.928672
여의1교-17,37.516542,126.928565
여의1교-18,37.516386,126.928452
여의1교-19,37.516195,126.928323
여의1교-20,37.515997,126.928183
여의1교-21,37.515806,126.928062
여의1교-22,37.515632,126.92794
여의1교-23,37.515449,126.927827
여의1교-24,37.515264,126.927689
여의1교-25,37.515065,126.927542
여의1교-26,37.515055,126.927625
여의1교-27,37.515254,126.92776
여의1교-28,37.515437,126.927883
여의1교-29,37.515617,126.928001
여의1교-30,37.515805,126.928131
여의1교-31,37.51599,126.928261
여의1교-32,37.516182,126.928389
여의1교-33,37.516381,126.928517
여의1교-34,37.516533,126.928628
여의1교-35,37.516696,126.928739
여의2교-01,37.526973,126.913219
여의2교-02,37.526918,126.913148
여의2교-03,37.526877,126.913062
여의2교-04,37.526751,126.91281
여의2교-05,37.526605,126.912516
여의2교-06,37.526463,126.912211
여의2교-07,37.526315,126.911913
여의2교-08,37.526171,126.911612
여의2교-09,37.52604,126.91129
여의2교-10,37.525946,126.911033
여의2교-11,37.526038,126.910898
여의2교-12,37.525454,126.911258
여의2교-13,37.525569,126.911256
여의2교-14,37.525714,126.911486
여의2교-15,37.525883,126.911766
여의2교-16,37.526035,126.912083
여의2교-17,37.526179,126.91239
여의2교-18,37.526339,126.912718
여의2교-19,37.526486,126.913031
여의2교-20,37.526618,126.913293
여의2교-21,37.526649,126.913385
여의2교-22,37.526629,126.913502
여의2교지하차도_01-01,37.527156,126.909983
여의2교지하차도_01-02,37.526967,126.910074
여의2교지하차도_01-03,37.52676,126.910175
여의2교지하차도_01-04,37.526565,126.910276
여의2교지하차도_01-05,37.526369,126.910375
여의2교지하차도_01-06,37.526188,126.910476
여의2교지하차도_01-07,37.525984,126.910593
여의2교지하차도_01-08,37.526052,126.910784
여의2교지하차도_01-09,37.526242,126.910667
여의2교지하차도_01-10,37.526427,126.910561
여의2교지하차도_01-11,37.526625,126.910466
여의2교지하차도_01-12,37.526814,126.910373
여의2교지하차도_01-13,37.527016,126.910268
여의2교지하차도_01-14,37.527219,126.910171
여의2교지하차도_02-01,37.525269,126.911047
여의2교지하차도_02-02,37.525095,126.911162
여의2교지하차도_02-03,37.524925,126.911269
여의2교지하차도_02-04,37.524736,126.911405
여의2교지하차도_02-05,37.524552,126.91152
여의2교지하차도_02-06,37.524355,126.911654
여의2교지하차도_02-07,37.524141,126.911791
여의2교지하차도_02-08,37.524209,126.911968
여의2교지하차도_02-09,37.524421,126.911828
여의2교지하차도_02-10,37.524616,126.911697
여의2교지하차도_02-11,37.5248,126.911575
여의2교지하차도_02-12,37.524979,126.911462
여의2교지하차도_02-13,37.525156,126.911345
여의2교지하차도_02-14,37.525338,126.911229
여의교1-01,37.514786,126.926528
여의교1-02,37.51483,126.926283
여의교1-03,37.514889,126.925993
여의교1-04,37.514946,126.925735
여의교1-05,37.515007,126.925483
여의교1-06,37.515075,126.925241
여의교1-07,37.515138,126.925001
여의교1-08,37.515218,126.924723
여의교1-09,37.51507,126.924648
여의교1-10,37.514976,126.924958
여의교1-11,37.514909,126.925182
여의교1-12,37.514848,126.925419
여의교1-13,37.514792,126.925659
여의교1-14,37.514733,126.925911
여의교1-15,37.514684,126.926156
여의교1-16,37.514641,126.926375
여의교2-01,37.514591,126.929272
여의교2-02,37.514589,126.929048
여의교2-03,37.514589,126.92882
여의교2-04,37.514593,126.928577
여의교2-05,37.514598,126.928322
여의교2-06,37.514608,126.928068
여의교2-07,37.514624,126.927798
여의교2-08,37.514654,126.927512
여의교2-09,37.514491,126.927465
여의교2-10,37.514461,126.927779
여의교2-11,37.514443,126.928055
여의교2-12,37.51443,126.928312
여의교2-13,37.514421,126.928562
여의교2-14,37.514421,126.928825
여의교2-15,37.514426,126.929052
여의교2-16,37.514426,126.929282
여의교램프-01,37.514442,126.926511
여의교램프-03,37.514422,126.927039
여의샛강다리-01,37.517766,126.916993
여의샛강다리-02,37.517718,126.916926
여의샛강다리-03,37.517637,126.917146
여의샛강다리-04,37.517775,126.917118
여의샛강다리-05,37.517967,126.917242
여의샛강다리-06,37.518151,126.917404
여의샛강다리-07,37.5183,126.917663
여의샛강다리-08,37.518425,126.917939
여의샛강다리-09,37.518539,126.918235
여의샛강다리-10,37.518578,126.918574
여의샛강다리-11,37.518662,126.918922
여의샛강다리-12,37.518846,126.919137
여의샛강다리-13,37.519092,126.919271
여의샛강다리-14,37.519335,126.919326
여의샛강다리-15,37.519551,126.919426
여의샛강다리-16,37.51978,126.919543
여의샛강다리-17,37.519693,126.919429
여의샛강다리-18,37.519467,126.919314
여의샛강다리-19,37.519213,126.919223
여의샛강다리-20,37.518994,126.919178
여의샛강다리-21,37.518782,126.918987
여의샛강다리-22,37.518635,126.918735
여의샛강다리-23,37.518599,126.91839
여의샛강다리-24,37.518517,126.91804
여의샛강다리-25,37.5184,126.917752
여의샛강다리-26,37.518262,126.917508
여의샛강다리-27,37.518099,126.91727
여의샛강다리-28,37.517895,126.917134
여의샛강다리경관-01,37.518232,126.917944
여의샛강다리경관-02,37.518288,126.918139
여의샛강다리경관-03,37.518311,126.918023
여의샛강다리경관-04,37.518208,126.918059
여의샛강다리경관-05,37.518911,126.918881
여의샛강다리경관-06,37.518933,126.91875
여의샛강다리경관-07,37.518814,126.918797
여의샛강다리경관-08,37.518834,126.918683
여의하류IC-01,37.531901,126.909017
여의하류IC-02,37.531927,126.909098
여의하류IC-03,37.531953,126.909177
여의하류IC-04,37.531981,126.909268
여의하류IC-05,37.532006,126.909357
여의하류IC-06,37.532032,126.909433
여의하류IC-07,37.532058,126.909525
여의하류IC-08,37.532083,126.90962
여의하류IC-09,37.532279,126.909526
여의하류IC-10,37.532255,126.909442
여의하류IC-11,37.53223,126.909353
여의하류IC-12,37.532201,126.909254
여의하류IC-13,37.532176,126.909168
여의하류IC-14,37.532154,126.909088
여의하류IC-15,37.53213,126.90901
여의하류IC-16,37.532108,126.908913
염곡지하차도-01,37.464993,127.043836
염곡지하차도-02,37.464484,127.044382
염곡지하차도-03,37.464033,127.044867
염곡지하차도-04,37.463592,127.044987
염곡지하차도-05,37.464102,127.044435
염곡지하차도-06,37.464622,127.043889
염곡지하차도-07,37.465221,127.043257
염곡지하차도-08,37.466134,127.042273
염곡지하차도-09,37.466611,127.041741
염곡지하차도-10,37.467057,127.041282
염곡지하차도-11,37.466967,127.041701
염곡지하차도-12,37.466516,127.04218
염곡지하차도-13,37.466012,127.042726
영동1교-01,37.474044,127.038824
영동1교-02,37.474281,127.038824
영동1교-03,37.474512,127.038822
영동1교-04,37.474757,127.038826
영동1교-05,37.474989,127.038824
영동1교-06,37.47522,127.038825
영동1교-07,37.475096,127.03841
영동1교-08,37.474861,127.03841
영동1교-09,37.474616,127.038409
영동1교-10,37.474373,127.038408
영동1교-11,37.47413,127.038405
영동1교-12,37.473893,127.038416
영동2교-01,37.480458,127.043371
영동2교-02,37.48016,127.043514
영동2교-03,37.479885,127.043643
영동2교-04,37.479616,127.043753
영동2교-05,37.479343,127.043889
영동2교-06,37.47909,127.043997
영동대교경관남단-01,37.526368,127.055013
영동대교경관남단-02,37.52687,127.055298
영동대교경관남단-03,37.527314,127.055558
영동대교경관남단-04,37.527764,127.055796
영동대교경관남단-08,37.52811,127.056
영동대교경관남단-09,37.528705,127.056333
영동대교경관남단-10,37.529184,127.056606
영동대교경관남단-11,37.529707,127.056901
영동대교경관북단-01,37.532868,127.058673
영동대교경관북단-02,37.532555,127.0585
영동대교경관북단-03,37.532193,127.058296
영동대교경관북단-04,37.531817,127.058093
영동대교경관북단-09,37.531348,127.057827
영동대교경관북단-10,37.530904,127.057577
영동대교경관북단-11,37.530467,127.057331
영동대교경관북단-12,37.529953,127.057038
영동대교남단-23,37.529689,127.057053
영동대교남단-24,37.529547,127.056943
영동대교남단-25,37.52924,127.056798
영동대교남단-26,37.528945,127.056603
영동대교남단-27,37.529329,127.056532
영동대교남단-28,37.528367,127.056274
영동대교남단-29,37.528711,127.056189
영동대교남단-30,37.528411,127.056052
영동대교남단-31,37.528129,127.055812
영동대교남단-32,37.527262,127.055702
영동대교남단-33,37.526825,127.055668
영동대교남단-34,37.527349,127.055303
영동대교남단-35,37.527302,127.054784
영동대교남단-36,37.527634,127.054311
영동대교남단-37,37.527859,127.053927
영동대교남단-38,37.528134,127.053445
영동대교남단-39,37.525453,127.05691
영동대교남단-40,37.527441,127.055511
영동대교남단-41,37.527219,127.055352
영동대교남단-42,37.52695,127.055228
영동대교남단-43,37.526727,127.055071
영동대교남단-44,37.526498,127.054976
영동대교남단-45,37.526322,127.054846
영동대교남단-46,37.5253,127.056044
영동대교남단-47,37.52545,127.055806
영동대교남단-48,37.525565,127.055684
영동대교남단-49,37.527371,127.055696
영동대교남단-50,37.527061,127.055549
영동대교남단-500,37.528648,127.056469
영동대교남단-501,37.525593,127.056685
영동대교남단-502,37.525763,127.056495
영동대교남단-503,37.525924,127.056223
영동대교남단-504,37.526122,127.056012
영동대교남단-505,37.526359,127.055799
영동대교남단-506,37.525051,127.056359
영동대교남단-507,37.524861,127.056739
영동대교남단-508,37.524786,127.057113
영동대교남단-509,37.524963,127.057271
영동대교남단-51,37.526807,127.055381
영동대교남단-510,37.525118,127.057287
영동대교남단-511,37.525261,127.05713
영동대교남단-512,37.527914,127.055718
영동대교남단-513,37.527709,127.055554
영동대교남단-514,37.528198,127.053269
영동대교남단-515,37.527594,127.05593
영동대교남단-516,37.528977,127.056365
영동대교남단-517,37.529616,127.056726
영동대교남단-518,37.52976,127.056775
영동대교남단-519,37.527816,127.056004
영동대교남단-52,37.526531,127.055252
영동대교남단-520,37.528023,127.056163
영동대교남단-53,37.526328,127.055115
영동대교남단-54,37.526146,127.05504
영동대교북단-01,37.529846,127.057142
영동대교북단-02,37.530211,127.057072
영동대교북단-03,37.530385,127.057446
영동대교북단-04,37.530755,127.057379
영동대교북단-05,37.530898,127.057736
영동대교북단-06,37.531267,127.057668
영동대교북단-07,37.531536,127.057788
영동대교북단-08,37.53172,127.058164
영동대교북단-09,37.53202,127.058015
영동대교북단-10,37.532089,127.058415
영동대교북단-11,37.532361,127.05821
영동대교북단-12,37.532535,127.05832
영동대교북단-13,37.532703,127.058357
영동대교북단-14,37.532813,127.058929
영동대교북단-15,37.53298,127.05913
영동대교북단-16,37.533012,127.05938
영동대교북단-17,37.532991,127.059658
영동대교북단-18,37.532902,127.059891
영동대교북단-19,37.53377,127.057172
영동대교북단-20,37.533902,127.056833
영동대교북단-21,37.533976,127.056488
영동대교북단-22,37.534092,127.056191
영동대교북단-23,37.534191,127.055742
영동대교북단-500,37.531475,127.058061
영동대교북단-501,37.531905,127.058346
영동대교북단-502,37.532248,127.05854
영동대교북단-503,37.532602,127.0588
영동대교북단-504,37.530173,127.057294
영동대교북단-505,37.530666,127.057571
영동대교북단-506,37.531219,127.057882
영동대교북단-507,37.530985,127.057478
영동대교북단-508,37.530465,127.057183
영동대교북단-509,37.529935,127.056883
영동대교북단-510,37.532453,127.058649
영동대교북단-511,37.532172,127.058138
영동대교북단-512,37.531767,127.05795
영동대교북단-513,37.53291,127.058492
영동대교북단-514,37.533446,127.058232
영동대교북단-515,37.533691,127.057512
영동대교북단-516,37.533198,127.058447
영동대교북단-517,37.533554,127.057862
영동대교북단고가차도-01,37.535317,127.05996
영동대교북단고가차도-02,37.535575,127.060107
영동대교북단고가차도-03,37.535924,127.060306
영동대교북단고가차도-04,37.536268,127.060492
영동대교북단고가차도-05,37.536623,127.060695
영동대교북단고가차도-06,37.536911,127.060865
영동대교북단고가차도-07,37.537297,127.061072
영동대교북단고가차도-08,37.537554,127.061219
영동대교북단고가차도-09,37.537897,127.061421
영동대교북단고가차도-10,37.538234,127.0616
영동대교북단고가차도-11,37.538509,127.061754
영동대교북단고가차도-12,37.538829,127.061934
영동대교북단고가차도-13,37.539079,127.062075
영동대교북단고가차도-14,37.539024,127.062231
영동대교북단고가차도-15,37.538806,127.062099
영동대교북단고가차도-16,37.538504,127.061933
영동대교북단고가차도-17,37.538215,127.061769
영동대교북단고가차도-18,37.537901,127.061597
영동대교북단고가차도-19,37.537565,127.061403
영동대교북단고가차도-20,37.53726,127.061235
영동대교북단고가차도-21,37.536904,127.061034
영동대교북단고가차도-22,37.536577,127.060856
영동대교북단고가차도-23,37.53622,127.060652
영동대교북단고가차도-24,37.535898,127.060471
영동대교북단고가차도-25,37.535565,127.060291
영동대교북단고가차도-26,37.535274,127.060127
영동대교북단고가차도-27,37.537687,127.061373
영동대교북단고가차도-28,37.536763,127.06086
영등포IC-01,37.519974,126.914268
영등포IC-02,37.520055,126.913822
영등포IC-03,37.519939,126.913407
영등포IC-04,37.519878,126.913031
영등포IC-05,37.520023,126.912733
영등포IC-06,37.520331,126.91261
영등포IC-07,37.519667,126.912577
영등포IC-08,37.519544,126.912558
영등포IC-09,37.519364,126.91242
영등포고가차도-01,37.517698,126.910609
영등포고가차도-02,37.517836,126.911028
영등포고가차도-03,37.518064,126.91168
영등포고가차도-04,37.51826,126.912221
영등포고가차도-05,37.51851,126.912729
영등포고가차도-06,37.518797,126.913177
영등포고가차도-07,37.519076,126.913582
영등포고가차도-08,37.519414,126.914078
영등포고가차도-09,37.519526,126.914026
영등포고가차도-10,37.519329,126.913711
영등포고가차도-11,37.51905,126.913283
영등포고가차도-12,37.518748,126.912824
영등포고가차도-13,37.518483,126.912362
영등포고가차도-14,37.518266,126.911824
영등포고가차도-15,37.518052,126.911221
영등포고가차도-16,37.517837,126.910591
영등포고가차도-17,37.519697,126.914276
영등포고가차도-18,37.519575,126.913992
영등포고가차도-19,37.519449,126.913766
영등포고가차도-20,37.519312,126.91351
영등포고가차도-21,37.519172,126.913248
영등포고가차도-22,37.519026,126.912971
영등포고가차도-23,37.518848,126.912842
영등포고가차도-24,37.518857,126.913501
영등포고가차도-25,37.519038,126.913729
영등포고가차도-26,37.519209,126.913948
영등포고가차도-27,37.519393,126.914171
영등포고가차도-28,37.519595,126.914411
영등포고가차도-29,37.518163,126.911741
영등포고가차도-30,37.518302,126.912122
영등포고가차도-31,37.518469,126.912498
영등포고가차도-32,37.51866,126.91282
영등포고가차도-33,37.518865,126.913129
영등포고가차도-34,37.519036,126.913385
영등포역고가-01,37.513588,126.908631
영등포역고가-02,37.513914,126.908412
영등포역고가-03,37.514241,126.908192
영등포역고가-04,37.514521,126.907982
영등포역고가-05,37.514746,126.90771
영등포역고가-06,37.514945,126.907314
영등포역고가-07,37.515049,126.906857
영등포역고가-08,37.515049,126.906353
영등포역고가-09,37.515028,126.905844
영등포역고가-10,37.51501,126.905318
영등포역고가-11,37.514981,126.904764
영등포역고가-12,37.51496,126.904271
영등포역고가-13,37.514989,126.903724
영등포역고가-14,37.515119,126.903262
영등포역고가-15,37.515302,126.902913
영등포역고가-16,37.51557,126.902606
영등포역고가-17,37.515872,126.902392
영등포역고가-18,37.516199,126.902188
영등포역고가-19,37.516515,126.902036
영등포역고가-20,37.516848,126.901906
영등포역고가-21,37.516801,126.90175
영등포역고가-22,37.516487,126.901866
영등포역고가-23,37.516165,126.902015
영등포역고가-24,37.515827,126.902231
